Frame,Player 1 Shot Speed (km/h),Player 3 Shot Speed (km/h),Player 1 Player Speed (km/h),Player 3 Player Speed (km/h),Player 1 Avg Shot Speed (km/h),Player 3 Avg Shot Speed (km/h),Player 1 Avg Player Speed (km/h),Player 3 Avg Player Speed (km/h)
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
80,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
81,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
82,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
83,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
84,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
85,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
86,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
87,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
88,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
89,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
90,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
91,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
92,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
93,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
94,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
95,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
96,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
97,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
98,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
99,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
100,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
101,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
102,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
103,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
104,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
105,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
106,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
107,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
108,0.0,69.31498718261719,5.677688121795654,0.0,0.0,69.31498718261719,5.677688121795654,0.0
109,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
110,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
111,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
112,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
113,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
114,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
115,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
116,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
117,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
118,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
119,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
120,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
121,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
122,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
123,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
124,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
125,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
126,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
127,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
128,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
129,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
130,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
131,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
132,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
133,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
134,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
135,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
136,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
137,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
138,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
139,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
140,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
141,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
142,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
143,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
144,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
145,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
146,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
147,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
148,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
149,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
150,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
151,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
152,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
153,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
154,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
155,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
156,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173,43.412296295166016,69.31498718261719,5.677688121795654,3.157493829727173
157,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
158,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
159,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
160,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
161,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
162,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
163,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
164,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
165,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
166,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
167,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
168,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
169,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
170,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
171,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
172,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
173,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
174,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
175,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
176,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
177,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
178,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
179,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
180,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
181,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
182,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
183,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
184,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
185,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
186,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
187,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
188,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
189,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
190,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
191,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
192,43.412296295166016,57.15445327758789,2.34648060798645,3.157493829727173,43.412296295166016,63.234718322753906,4.012084484100342,3.157493829727173
193,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
194,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
195,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
196,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
197,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
198,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
199,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
200,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
201,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
202,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
203,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
204,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
205,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
206,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
207,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
208,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
209,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
210,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
211,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
212,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
213,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
214,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
215,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
216,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
217,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
218,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
219,75.17078399658203,57.15445327758789,2.34648060798645,1.1948055028915405,59.291542053222656,63.234718322753906,4.012084484100342,2.176149606704712
220,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
221,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
222,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
223,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
224,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
225,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
226,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
227,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
228,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
229,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
230,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
231,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
232,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
233,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
234,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
235,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
236,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
237,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
238,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
239,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
240,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
241,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
242,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
243,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
244,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
245,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
246,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
247,75.17078399658203,57.07647705078125,3.9501655101776123,1.1948055028915405,59.291542053222656,61.18197123209635,3.9914449055989585,2.176149606704712
248,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
249,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
250,2.4625303745269775,57.07647705078125,3.9501655101776123,6.92080545425415,40.34853871663412,61.18197123209635,3.9914449055989585,3.757701555887858
